base	libcap-ng0
base	libcrypt1
base	libdb5.3t64
base	libdebconfclient0
base	libgcc-s1
base	libgmp10
base	libhogweed6t64
base	liblz4-1
base	liblzma5
base	libmd0
base	libmount1
base	libnettle8t64
base	libpam-modules
base	libpam-modules-bin
base	libpam-runtime
base	libpam0g
base	libpcre2-8-0
base	libseccomp2
base	libselinux1
base	libsemanage-common
base	libsemanage2
base	libsepol2
base	libsmartcols1
base	libssl3t64
base	libstdc++6
base	libsystemd0
base	libtinfo6
base	libudev1
base	libuuid1
base	libxxhash0
base	libzstd1
base	login
base	login.defs
base	mawk
base	mount
base	ncurses-base
base	ncurses-bin
base	openssl-provider-legacy
base	passwd
base	perl-base
base	sed
base	sqv
base	sysvinit-utils
base	tar
base	tzdata
base	util-linux
base	zlib1g
